"Count of Vehicles by Make ,Body Type and Colour as at  30th June 2020",,,,
MAKE_DESC,BODY_TYPE_DESC,YEAR_OF_MANUFACTURE,COLOUR_DESC,TOTAL
ALDOM,TRAILER,2007,WHITE,1
ALDOM,TRAILER,2008,BLACK,2
ALDOM,TRAILER,2008,SILVER,1
ALDOM,TRAILER,2009,BLUE,2
ALDOM,TRAILER,2009,GREY,1
ALDOM,TRAILER,2010,RED,1
ALDOM,TRAILER,2010,WHITE,6
ALDOM,TRAILER,2011,BLACK,1
ALDOM,TRAILER,2011,BLUE,1
ALDOM,TRAILER,2011,RED,1
ALDOM,TRAILER,2011,SILVER,3
ALDOM,TRAILER,2011,WHITE,3
ALDOM,TRAILER,2012,BLACK,2
ALDOM,TRAILER,2012,BLUE,2
ALDOM,TRAILER,2012,GREY,1
ALDOM,TRAILER,2012,SILVER,1
ALDOM,TRAILER,2012,WHITE,1
ALDOM,TRAILER,2013,RED,1
ALDOM,TRAILER,2013,WHITE,7
ALDOM,TRAILER,2014,WHITE,1
ALDOM,TRAILER,2015,BLACK,1
ALDOM,TRAILER,2015,GREY,1
ALDOM,TRAILER,2015,RED,1
ALDOM,TRAILER,2015,WHITE,1
ALDOM,TRAILER,2016,GREY,3
ALDOM,TRAILER,2016,SILVER,1
ALDOM,TRAILER,2016,WHITE,5
ALDOM,TRAILER,2017,BLACK,1
ALDOM,TRAILER,2017,BLUE,2
ALDOM,TRAILER,2017,SILVER,3
ALDOM,TRAILER,2017,WHITE,2
ALDOM,TRAILER,2017,YELLOW,3
ALDOM,TRAILER,2018,SILVER,1
ALDOM,TRAILER,2019,BLACK,1
ALDOM,TRAILER,2019,BLUE,2
ALDOM,TRAILER,2019,GREY,1
ALDOM,TRAILER,2020,BLACK,1
ALDOM,TRAILER,2020,BLUE,1
ALDOM,TRAILER,2020,SILVER,1
ALDOM,TRAILER,2020,WHITE,1
ALDOM,TRANSPORTER TRAILER,2003,WHITE,1
ALDOM,TRANSPORTER TRAILER,2008,BLACK,1
ALDOM,TRANSPORTER TRAILER,2009,RED,1
ALDOM,TRANSPORTER TRAILER,2013,WHITE,1
ALEXANDERS TRAILERS,TRAILER,1996,BLUE,2
ALEXANDERS TRAILERS,TRAILER,1997,WHITE,1
ALEXANDERS TRAILERS,TRAILER,2005,BLUE,1
ALFA ROMEO,CHAUFFEURED VEHICLE,2013,RED,1
ALFA ROMEO,SEDAN,1962,RED,2
ALFA ROMEO,SEDAN,1962,WHITE,1
ALFA ROMEO,SEDAN,1964,BLUE,1
ALFA ROMEO,SEDAN,1964,RED,1
ALFA ROMEO,SEDAN,1964,WHITE,1
ALFA ROMEO,SEDAN,1965,RED,2
ALFA ROMEO,SEDAN,1966,BLUE,1
ALFA ROMEO,SEDAN,1966,GREEN,1
ALFA ROMEO,SEDAN,1966,RED,3
ALFA ROMEO,SEDAN,1966,WHITE,1
ALFA ROMEO,SEDAN,1967,GREEN,1
ALFA ROMEO,SEDAN,1967,MAROON,1
ALFA ROMEO,SEDAN,1967,PINK,1
ALFA ROMEO,SEDAN,1967,RED,8
ALFA ROMEO,SEDAN,1968,BLUE,2
ALFA ROMEO,SEDAN,1968,CREAM,1
ALFA ROMEO,SEDAN,1968,RED,6
ALFA ROMEO,SEDAN,1968,WHITE,2
ALFA ROMEO,SEDAN,1969,BLUE,1
ALFA ROMEO,SEDAN,1969,GREEN,2
ALFA ROMEO,SEDAN,1969,ORANGE,1
ALFA ROMEO,SEDAN,1969,RED,7
ALFA ROMEO,SEDAN,1969,WHITE,2
ALFA ROMEO,SEDAN,1970,GREEN,1
ALFA ROMEO,SEDAN,1970,GREY,1
ALFA ROMEO,SEDAN,1970,MAROON,1
ALFA ROMEO,SEDAN,1970,ORANGE,1
ALFA ROMEO,SEDAN,1970,RED,3
ALFA ROMEO,SEDAN,1970,WHITE,4
ALFA ROMEO,SEDAN,1970,YELLOW,2
ALFA ROMEO,SEDAN,1971,BLUE,1
ALFA ROMEO,SEDAN,1971,BROWN,1
ALFA ROMEO,SEDAN,1971,GOLD,1
ALFA ROMEO,SEDAN,1971,GREY,1
ALFA ROMEO,SEDAN,1971,MAROON,1
ALFA ROMEO,SEDAN,1971,RED,3
ALFA ROMEO,SEDAN,1971,WHITE,1
ALFA ROMEO,SEDAN,1971,YELLOW,1
ALFA ROMEO,SEDAN,1972,BROWN,3
ALFA ROMEO,SEDAN,1972,GREEN,1
ALFA ROMEO,SEDAN,1972,RED,12
ALFA ROMEO,SEDAN,1972,SILVER,1
ALFA ROMEO,SEDAN,1972,WHITE,2
ALFA ROMEO,SEDAN,1973,BLACK,1
ALFA ROMEO,SEDAN,1973,BLUE,2
ALFA ROMEO,SEDAN,1973,GREEN,2
ALFA ROMEO,SEDAN,1973,PURPLE,2
ALFA ROMEO,SEDAN,1973,RED,10
ALFA ROMEO,SEDAN,1973,SILVER,1
ALFA ROMEO,SEDAN,1973,WHITE,3
ALFA ROMEO,SEDAN,1974,BLACK,1
ALFA ROMEO,SEDAN,1974,BLUE,5
ALFA ROMEO,SEDAN,1974,BROWN,1
ALFA ROMEO,SEDAN,1974,CREAM,1
ALFA ROMEO,SEDAN,1974,GOLD,1
ALFA ROMEO,SEDAN,1974,GREEN,2
ALFA ROMEO,SEDAN,1974,ORANGE,1
ALFA ROMEO,SEDAN,1974,RED,5
ALFA ROMEO,SEDAN,1974,WHITE,2
ALFA ROMEO,SEDAN,1974,YELLOW,2
ALFA ROMEO,SEDAN,1975,RED,4
ALFA ROMEO,SEDAN,1975,WHITE,3
ALFA ROMEO,SEDAN,1975,YELLOW,1
ALFA ROMEO,SEDAN,1976,BLUE,1
ALFA ROMEO,SEDAN,1976,MAROON,1
ALFA ROMEO,SEDAN,1976,PURPLE,1
ALFA ROMEO,SEDAN,1976,RED,2
ALFA ROMEO,SEDAN,1976,SILVER,1
ALFA ROMEO,SEDAN,1976,WHITE,1
ALFA ROMEO,SEDAN,1976,YELLOW,2
ALFA ROMEO,SEDAN,1977,BLUE,1
ALFA ROMEO,SEDAN,1977,RED,3
ALFA ROMEO,SEDAN,1977,SILVER,1
ALFA ROMEO,SEDAN,1978,BLACK,1
ALFA ROMEO,SEDAN,1978,YELLOW,1
ALFA ROMEO,SEDAN,1979,CREAM,1
ALFA ROMEO,SEDAN,1979,RED,3
ALFA ROMEO,SEDAN,1979,SILVER,3
ALFA ROMEO,SEDAN,1979,WHITE,2
ALFA ROMEO,SEDAN,1980,RED,3
ALFA ROMEO,SEDAN,1980,SILVER,1
ALFA ROMEO,SEDAN,1981,RED,2
ALFA ROMEO,SEDAN,1981,SILVER,1
ALFA ROMEO,SEDAN,1981,WHITE,1
ALFA ROMEO,SEDAN,1982,BLUE,1
ALFA ROMEO,SEDAN,1982,CREAM,2
ALFA ROMEO,SEDAN,1982,GREY,2
ALFA ROMEO,SEDAN,1982,RED,5
ALFA ROMEO,SEDAN,1982,SILVER,2
ALFA ROMEO,SEDAN,1982,WHITE,1
ALFA ROMEO,SEDAN,1983,GREY,1
ALFA ROMEO,SEDAN,1983,RED,2
ALFA ROMEO,SEDAN,1983,SILVER,7
ALFA ROMEO,SEDAN,1984,RED,6
ALFA ROMEO,SEDAN,1984,SILVER,6
ALFA ROMEO,SEDAN,1984,WHITE,4
ALFA ROMEO,SEDAN,1985,RED,9
ALFA ROMEO,SEDAN,1985,SILVER,7
ALFA ROMEO,SEDAN,1985,WHITE,2
ALFA ROMEO,SEDAN,1986,BLACK,1
ALFA ROMEO,SEDAN,1986,BLUE,1
ALFA ROMEO,SEDAN,1986,RED,3
ALFA ROMEO,SEDAN,1986,SILVER,1
ALFA ROMEO,SEDAN,1987,BLUE,1
ALFA ROMEO,SEDAN,1987,RED,5
ALFA ROMEO,SEDAN,1988,RED,6
ALFA ROMEO,SEDAN,1988,SILVER,1
ALFA ROMEO,SEDAN,1988,WHITE,2
ALFA ROMEO,SEDAN,1989,RED,2
ALFA ROMEO,SEDAN,1989,SILVER,2
ALFA ROMEO,SEDAN,1989,WHITE,1
ALFA ROMEO,SEDAN,1990,RED,2
ALFA ROMEO,SEDAN,1990,SILVER,1
ALFA ROMEO,SEDAN,1990,WHITE,1
ALFA ROMEO,SEDAN,1991,BLACK,1
ALFA ROMEO,SEDAN,1991,RED,4
ALFA ROMEO,SEDAN,1991,SILVER,1
ALFA ROMEO,SEDAN,1991,WHITE,2
ALFA ROMEO,SEDAN,1992,RED,1
ALFA ROMEO,SEDAN,1992,SILVER,1
ALFA ROMEO,SEDAN,1998,BLACK,2
ALFA ROMEO,SEDAN,1998,BLUE,1
ALFA ROMEO,SEDAN,1998,GREEN,2
ALFA ROMEO,SEDAN,1998,GREY,2
ALFA ROMEO,SEDAN,1998,RED,4
ALFA ROMEO,SEDAN,1998,SILVER,4
ALFA ROMEO,SEDAN,1999,BLACK,5
ALFA ROMEO,SEDAN,1999,BLUE,6
ALFA ROMEO,SEDAN,1999,GREY,4
ALFA ROMEO,SEDAN,1999,RED,12
ALFA ROMEO,SEDAN,1999,SILVER,4
ALFA ROMEO,SEDAN,1999,WHITE,1
ALFA ROMEO,SEDAN,2000,BLACK,10
ALFA ROMEO,SEDAN,2000,BLUE,8
ALFA ROMEO,SEDAN,2000,GREY,11
ALFA ROMEO,SEDAN,2000,MAROON,1
ALFA ROMEO,SEDAN,2000,RED,12
ALFA ROMEO,SEDAN,2000,SILVER,5
ALFA ROMEO,SEDAN,2000,WHITE,1
ALFA ROMEO,SEDAN,2000,YELLOW,2
ALFA ROMEO,SEDAN,2001,BLACK,9
ALFA ROMEO,SEDAN,2001,BLUE,8
ALFA ROMEO,SEDAN,2001,GREEN,2
ALFA ROMEO,SEDAN,2001,GREY,7
ALFA ROMEO,SEDAN,2001,RED,12
ALFA ROMEO,SEDAN,2001,SILVER,12
ALFA ROMEO,SEDAN,2001,YELLOW,1
ALFA ROMEO,SEDAN,2002,BLACK,21
ALFA ROMEO,SEDAN,2002,BLUE,3
ALFA ROMEO,SEDAN,2002,GREY,7
ALFA ROMEO,SEDAN,2002,RED,11
ALFA ROMEO,SEDAN,2002,SILVER,17
ALFA ROMEO,SEDAN,2003,BLACK,3
ALFA ROMEO,SEDAN,2003,BLUE,2
ALFA ROMEO,SEDAN,2003,GREY,3
ALFA ROMEO,SEDAN,2003,RED,16
ALFA ROMEO,SEDAN,2003,SILVER,12
ALFA ROMEO,SEDAN,2004,BLACK,13
ALFA ROMEO,SEDAN,2004,BLUE,7
ALFA ROMEO,SEDAN,2004,FAWN,1
ALFA ROMEO,SEDAN,2004,GREY,6
ALFA ROMEO,SEDAN,2004,RED,18
ALFA ROMEO,SEDAN,2004,SILVER,13
ALFA ROMEO,SEDAN,2005,BLACK,13
ALFA ROMEO,SEDAN,2005,BLUE,2
ALFA ROMEO,SEDAN,2005,GOLD,2
ALFA ROMEO,SEDAN,2005,GREY,7
ALFA ROMEO,SEDAN,2005,PURPLE,1
ALFA ROMEO,SEDAN,2005,RED,11
ALFA ROMEO,SEDAN,2005,SILVER,14
ALFA ROMEO,SEDAN,2006,BLACK,23
ALFA ROMEO,SEDAN,2006,BLUE,4
ALFA ROMEO,SEDAN,2006,FAWN,1
ALFA ROMEO,SEDAN,2006,GOLD,1
ALFA ROMEO,SEDAN,2006,GREY,14
ALFA ROMEO,SEDAN,2006,RED,27
ALFA ROMEO,SEDAN,2006,SILVER,14
ALFA ROMEO,SEDAN,2006,WHITE,1
ALFA ROMEO,SEDAN,2007,BLACK,33
ALFA ROMEO,SEDAN,2007,BLUE,8
ALFA ROMEO,SEDAN,2007,GREY,19
ALFA ROMEO,SEDAN,2007,MAROON,1
ALFA ROMEO,SEDAN,2007,RED,24
ALFA ROMEO,SEDAN,2007,SILVER,11
ALFA ROMEO,SEDAN,2008,BLACK,23
ALFA ROMEO,SEDAN,2008,GREY,25
ALFA ROMEO,SEDAN,2008,RED,20
ALFA ROMEO,SEDAN,2008,SILVER,11
ALFA ROMEO,SEDAN,2009,BLACK,17
ALFA ROMEO,SEDAN,2009,BLUE,1
ALFA ROMEO,SEDAN,2009,GREY,13
ALFA ROMEO,SEDAN,2009,RED,24
ALFA ROMEO,SEDAN,2009,SILVER,5
ALFA ROMEO,SEDAN,2009,WHITE,5
ALFA ROMEO,SEDAN,2010,BLACK,12
ALFA ROMEO,SEDAN,2010,GREY,5
ALFA ROMEO,SEDAN,2010,MAROON,1
ALFA ROMEO,SEDAN,2010,RED,10
ALFA ROMEO,SEDAN,2010,SILVER,1
ALFA ROMEO,SEDAN,2010,WHITE,9
ALFA ROMEO,SEDAN,2011,BLACK,10
ALFA ROMEO,SEDAN,2011,BLUE,2
ALFA ROMEO,SEDAN,2011,GREY,9
ALFA ROMEO,SEDAN,2011,MAROON,1
ALFA ROMEO,SEDAN,2011,RED,19
ALFA ROMEO,SEDAN,2011,SILVER,6
ALFA ROMEO,SEDAN,2011,WHITE,20
ALFA ROMEO,SEDAN,2012,BLACK,12
ALFA ROMEO,SEDAN,2012,BLUE,1
ALFA ROMEO,SEDAN,2012,GREY,12
ALFA ROMEO,SEDAN,2012,RED,23
ALFA ROMEO,SEDAN,2012,SILVER,3
ALFA ROMEO,SEDAN,2012,WHITE,15
ALFA ROMEO,SEDAN,2013,BLACK,40
ALFA ROMEO,SEDAN,2013,BLUE,5
ALFA ROMEO,SEDAN,2013,GREY,22
ALFA ROMEO,SEDAN,2013,MAROON,2
ALFA ROMEO,SEDAN,2013,RED,50
ALFA ROMEO,SEDAN,2013,SILVER,21
ALFA ROMEO,SEDAN,2013,WHITE,41
ALFA ROMEO,SEDAN,2013,YELLOW,1
ALFA ROMEO,SEDAN,2014,BLACK,9
ALFA ROMEO,SEDAN,2014,BLUE,1
ALFA ROMEO,SEDAN,2014,GREY,12
ALFA ROMEO,SEDAN,2014,RED,18
ALFA ROMEO,SEDAN,2014,SILVER,8
ALFA ROMEO,SEDAN,2014,WHITE,23
ALFA ROMEO,SEDAN,2015,BLACK,17
ALFA ROMEO,SEDAN,2015,BLUE,3
ALFA ROMEO,SEDAN,2015,BRONZE,1
ALFA ROMEO,SEDAN,2015,GREY,11
ALFA ROMEO,SEDAN,2015,RED,39
ALFA ROMEO,SEDAN,2015,SILVER,6
ALFA ROMEO,SEDAN,2015,WHITE,37
ALFA ROMEO,SEDAN,2016,BLACK,9
ALFA ROMEO,SEDAN,2016,BLUE,3
ALFA ROMEO,SEDAN,2016,GREY,3
ALFA ROMEO,SEDAN,2016,RED,16
ALFA ROMEO,SEDAN,2016,SILVER,3
ALFA ROMEO,SEDAN,2016,WHITE,13
ALFA ROMEO,SEDAN,2017,BLACK,17
ALFA ROMEO,SEDAN,2017,BLUE,22
ALFA ROMEO,SEDAN,2017,GREY,19
ALFA ROMEO,SEDAN,2017,RED,42
ALFA ROMEO,SEDAN,2017,SILVER,5
ALFA ROMEO,SEDAN,2017,WHITE,25
ALFA ROMEO,SEDAN,2018,BLACK,5
ALFA ROMEO,SEDAN,2018,BLUE,1
ALFA ROMEO,SEDAN,2018,GREY,9
ALFA ROMEO,SEDAN,2018,RED,12
ALFA ROMEO,SEDAN,2018,SILVER,1
ALFA ROMEO,SEDAN,2018,WHITE,4
ALFA ROMEO,SEDAN,2019,BLACK,2
ALFA ROMEO,SEDAN,2019,BLUE,1
ALFA ROMEO,SEDAN,2019,GREY,4
ALFA ROMEO,SEDAN,2019,RED,7
ALFA ROMEO,SEDAN,2019,WHITE,3
ALFA ROMEO,SEDAN,2019,YELLOW,1
ALFA ROMEO,STATION WAGON,1986,RED,1
ALFA ROMEO,STATION WAGON,2000,BLUE,1
ALFA ROMEO,STATION WAGON,2000,GREY,1
ALFA ROMEO,STATION WAGON,2000,RED,1
ALFA ROMEO,STATION WAGON,2001,BLUE,2
ALFA ROMEO,STATION WAGON,2002,BLACK,1
ALFA ROMEO,STATION WAGON,2003,RED,1
ALFA ROMEO,STATION WAGON,2003,SILVER,1
ALFA ROMEO,STATION WAGON,2004,RED,1
ALFA ROMEO,STATION WAGON,2004,SILVER,1
ALFA ROMEO,STATION WAGON,2005,BLACK,2
ALFA ROMEO,STATION WAGON,2005,BLUE,1
ALFA ROMEO,STATION WAGON,2005,SILVER,2
ALFA ROMEO,STATION WAGON,2006,BLACK,1
ALFA ROMEO,STATION WAGON,2006,GREY,2
ALFA ROMEO,STATION WAGON,2006,SILVER,2
ALFA ROMEO,STATION WAGON,2007,BLACK,3
ALFA ROMEO,STATION WAGON,2007,GREY,3
ALFA ROMEO,STATION WAGON,2007,MAROON,1
ALFA ROMEO,STATION WAGON,2007,RED,1
ALFA ROMEO,STATION WAGON,2007,SILVER,1
ALFA ROMEO,STATION WAGON,2008,BLACK,3
ALFA ROMEO,STATION WAGON,2008,MAROON,1
ALFA ROMEO,STATION WAGON,2008,RED,2
ALFA ROMEO,STATION WAGON,2009,BLACK,4
ALFA ROMEO,STATION WAGON,2010,BLACK,1
ALFA ROMEO,STATION WAGON,2010,GREY,1
ALFA ROMEO,STATION WAGON,2010,RED,2
ALFA ROMEO,STATION WAGON,2010,WHITE,1
ALFA ROMEO,STATION WAGON,2011,BLACK,1
ALFA ROMEO,STATION WAGON,2017,BLACK,5
ALFA ROMEO,STATION WAGON,2017,GREY,4
ALFA ROMEO,STATION WAGON,2017,RED,2
ALFA ROMEO,STATION WAGON,2017,WHITE,4
ALFA ROMEO,STATION WAGON,2018,BLACK,7
ALFA ROMEO,STATION WAGON,2018,BLUE,3
ALFA ROMEO,STATION WAGON,2018,GREEN,1
ALFA ROMEO,STATION WAGON,2018,GREY,11
ALFA ROMEO,STATION WAGON,2018,RED,15
ALFA ROMEO,STATION WAGON,2018,SILVER,1
ALFA ROMEO,STATION WAGON,2018,WHITE,7
ALFA ROMEO,STATION WAGON,2019,BLACK,1
ALFA ROMEO,STATION WAGON,2019,BLUE,1
ALFA ROMEO,STATION WAGON,2019,WHITE,1
ALFA ROMEO,TOURER,1929,BLACK,1
ALFA ROMEO,TOURER,1929,RED,1
ALFA ROMEO,TOURER,1962,RED,1
ALFA ROMEO,TOURER,1964,RED,1
ALFA ROMEO,TOURER,1968,RED,1
ALFA ROMEO,TOURER,1969,WHITE,2
ALFA ROMEO,TOURER,1970,RED,1
ALFA ROMEO,TOURER,1971,BLUE,1
ALFA ROMEO,TOURER,1971,YELLOW,1
ALFA ROMEO,TOURER,1972,BLUE,1
ALFA ROMEO,TOURER,1972,RED,1
ALFA ROMEO,TOURER,1972,SILVER,1
ALFA ROMEO,TOURER,1973,YELLOW,1
ALFA ROMEO,TOURER,1974,BLUE,1
ALFA ROMEO,TOURER,1974,CREAM,1
ALFA ROMEO,TOURER,1974,RED,3
ALFA ROMEO,TOURER,1975,BLUE,1
ALFA ROMEO,TOURER,1975,RED,4
ALFA ROMEO,TOURER,1975,YELLOW,3
ALFA ROMEO,TOURER,1976,RED,2
ALFA ROMEO,TOURER,1976,WHITE,1
ALFA ROMEO,TOURER,1978,GREY,1
ALFA ROMEO,TOURER,1982,RED,1
ALFA ROMEO,TOURER,1983,SILVER,1
ALFA ROMEO,TOURER,1985,RED,1
ALFA ROMEO,TOURER,1994,SILVER,1
ALFA ROMEO,TOURER,1998,GREY,1
ALFA ROMEO,TOURER,1998,RED,1
ALFA ROMEO,TOURER,1999,BLUE,1
ALFA ROMEO,TOURER,1999,RED,2
ALFA ROMEO,TOURER,1999,SILVER,1
ALFA ROMEO,TOURER,1999,WHITE,1
ALFA ROMEO,TOURER,2000,BLACK,1
ALFA ROMEO,TOURER,2000,GREY,1
ALFA ROMEO,TOURER,2000,WHITE,1
ALFA ROMEO,TOURER,2001,BLACK,1
ALFA ROMEO,TOURER,2001,BLUE,1
ALFA ROMEO,TOURER,2001,SILVER,1
ALFA ROMEO,TOURER,2001,YELLOW,3
ALFA ROMEO,TOURER,2002,BLACK,1
ALFA ROMEO,TOURER,2002,YELLOW,1
ALFA ROMEO,TOURER,2003,BLACK,1
ALFA ROMEO,TOURER,2003,GREY,2
ALFA ROMEO,TOURER,2003,RED,1
ALFA ROMEO,TOURER,2003,SILVER,2
ALFA ROMEO,TOURER,2006,BLUE,1
ALFA ROMEO,TOURER,2006,GREY,1
ALFA ROMEO,TOURER,2007,BLACK,1
ALFA ROMEO,TOURER,2007,RED,1
ALFA ROMEO,TOURER,2009,RED,1
ALFA ROMEO,TOURER,2015,RED,4
ALFA ROMEO,TOURER,2015,WHITE,3
ALFA ROMEO,TOURER,2016,RED,2
ALFA ROMEO,TOURER,2017,YELLOW,1
ALFON,BOAT TRAILER,2005,SILVER,1
ALFON,TRAILER,2004,BLACK,2
ALFON,TRAILER,2004,BLUE,3
ALFON,TRAILER,2004,GREEN,2
ALFON,TRAILER,2004,WHITE,2
ALFON,TRAILER,2005,GREEN,1
ALFON,TRAILER,2005,GREY,1
ALFON,TRAILER,2005,RED,1
ALFON,TRAILER,2005,WHITE,2
ALFON,TRAILER,2006,GREY,1
ALFON,TRAILER,2006,SILVER,1
ALFON,TRAILER,2006,WHITE,1
ALL TYPE,BOAT TRAILER,1970,SILVER,1
ALL TYPE,BOAT TRAILER,1986,SILVER,1
ALL TYPE,BOAT TRAILER,2005,SILVER,1
ALL TYPE,BOAT TRAILER,2006,GREY,1
ALL TYPE,BOAT TRAILER,2006,SILVER,1
ALL TYPE,BOAT TRAILER,2007,SILVER,2
ALL TYPE,BOAT TRAILER,2008,SILVER,1
ALL TYPE,BOAT TRAILER,2010,SILVER,1
ALL TYPE,INDUSTRIAL TRAILER,2016,ORANGE,2
ALL TYPE,INDUSTRIAL TRAILER,2016,YELLOW,1
ALL TYPE,NOT RECORDED-NON-COMM TRL,2004,GREEN,1
ALL TYPE,SOLO,2006,RED,1
ALL TYPE,SOLO,2008,WHITE,1
ALL TYPE,TIPPER TRAILER,2014,GREY,1
ALL TYPE,TRAILER,2004,BLACK,5
ALL TYPE,TRAILER,2004,BLUE,15
ALL TYPE,TRAILER,2004,GREEN,6
ALL TYPE,TRAILER,2004,GREY,107
ALL TYPE,TRAILER,2004,ORANGE,2
ALL TYPE,TRAILER,2004,RED,3
ALL TYPE,TRAILER,2004,WHITE,1
ALL TYPE,TRAILER,2005,BLACK,6
ALL TYPE,TRAILER,2005,BLUE,47
ALL TYPE,TRAILER,2005,GREEN,3
ALL TYPE,TRAILER,2005,GREY,61
ALL TYPE,TRAILER,2005,MAROON,3
ALL TYPE,TRAILER,2005,RED,2
ALL TYPE,TRAILER,2005,SILVER,3
ALL TYPE,TRAILER,2005,WHITE,7
ALL TYPE,TRAILER,2006,BLUE,11
ALL TYPE,TRAILER,2006,GREEN,3
ALL TYPE,TRAILER,2006,GREY,92
ALL TYPE,TRAILER,2006,RED,1
ALL TYPE,TRAILER,2006,YELLOW,2
ALL TYPE,TRAILER,2008,GREY,1
ALL TYPE,TRAILER,2008,SILVER,1
ALL TYPE,TRAILER,2010,GREY,1
ALL TYPE,TRAILER,2011,GREY,1
ALL TYPE,TRAILER,2012,GREY,1
ALL TYPE,TRAILER,2013,GREY,1
ALL TYPE,TRAILER,2014,BLACK,1
ALL TYPE,TRAILER,2014,GREY,8
ALL TYPE,TRAILER,2014,WHITE,1
ALL TYPE,TRAILER,2016,BLUE,2
ALL TYPE,TRAILER,2016,GREEN,2
ALL TYPE,TRAILER,2016,GREY,4
ALL TYPE,TRAILER,2017,BLACK,1
ALL TYPE,TRAILER,2017,BLUE,1
ALL TYPE,TRAILER,2017,GREY,3
ALL TYPE,TRAILER,2017,SILVER,1
ALL TYPE,TRAILER,2017,WHITE,1
ALL TYPE,TRAILER,2018,BLUE,1
ALL TYPE,TRAILER,2018,GREY,3
ALL TYPE,TRAILER,2018,SILVER,1
ALL TYPE,VAN TRAILER,2018,WHITE,1
ALL TYPE TRAILERS,TRAILER,2005,BLUE,1
ALL TYPE TRAILERS,TRAILER,2017,GREY,1
ALL TYPE TRAILERS,TRAILER,2017,SILVER,1
ALL TYPE TRAILERS,TRAILER,2018,GREY,1
ALL TYPE TRAILERS,TRAILER,2019,BLUE,1
ALLIS CHALMERS,EARTH MOVING VEHICLE,1945,YELLOW,1
ALLIS CHALMERS,EARTH MOVING VEHICLE,1953,GOLD,1
ALLIS CHALMERS,EARTH MOVING VEHICLE,1958,YELLOW,1
ALLIS CHALMERS,EARTH MOVING VEHICLE,1960,YELLOW,1
ALLIS CHALMERS,EARTH MOVING VEHICLE,1961,YELLOW,2
ALLIS CHALMERS,EARTH MOVING VEHICLE,1962,YELLOW,1
ALLIS CHALMERS,EARTH MOVING VEHICLE,1964,YELLOW,1
ALLIS CHALMERS,EARTH MOVING VEHICLE,1966,YELLOW,3
ALLIS CHALMERS,EARTH MOVING VEHICLE,1969,YELLOW,2
ALLIS CHALMERS,EARTH MOVING VEHICLE,1970,YELLOW,2
ALLIS CHALMERS,EARTH MOVING VEHICLE,1974,YELLOW,1
ALLIS CHALMERS,EARTH MOVING VEHICLE,1978,YELLOW,1
ALLIS CHALMERS,EARTH MOVING VEHICLE,1984,YELLOW,1
ALLIS CHALMERS,LAND IMPLEMENT VEHICLE,1900,SILVER,1
ALLIS CHALMERS,LAND IMPLEMENT VEHICLE,1950,YELLOW,1
ALLIS CHALMERS,LAND IMPLEMENT VEHICLE,1960,YELLOW,1
ALLIS CHALMERS,LAND IMPLEMENT VEHICLE,1975,YELLOW,1
ALLIS CHALMERS,LAND IMPLEMENT VEHICLE,1981,SILVER,1
ALLIS CHALMERS,LAND IMPLEMENT VEHICLE,1984,SILVER,2
ALLIS CHALMERS,LAND IMPLEMENT VEHICLE,1985,GREY,1
ALLIS CHALMERS,LAND IMPLEMENT VEHICLE,1986,SILVER,1
ALLIS CHALMERS,LAND IMPLEMENT VEHICLE,1995,GREY,1
ALLIS CHALMERS,TRACTOR,1939,ORANGE,1
ALLIS CHALMERS,TRACTOR,1940,ORANGE,1
ALLIS CHALMERS,TRACTOR,1948,YELLOW,1
ALLIS CHALMERS,TRACTOR,1957,ORANGE,1
ALLIS CHALMERS,TRACTOR,1959,BROWN,1
ALLIS CHALMERS,TRACTOR,1965,ORANGE,1
ALLIS CHALMERS,TRACTOR,1972,ORANGE,1
ALLIS CHALMERS,TRACTOR,1973,RED,1
ALLIS CHALMERS,TRACTOR,1975,RED,2
ALLIS CHALMERS,TRACTOR,1976,RED,1
ALLIS CHALMERS,TRACTOR,1977,ORANGE,1
ALLIS CHALMERS,TRACTOR,1978,ORANGE,3
ALLIS CHALMERS,TRACTOR,1978,RED,2
ALLIS CHALMERS,TRACTOR,1979,ORANGE,2
ALLIS CHALMERS,TRACTOR,1980,ORANGE,2
ALLIS CHALMERS,TRACTOR,1981,ORANGE,2
ALLIS CHALMERS,TRACTOR,1981,RED,1
ALLIS CHALMERS,TRACTOR,1981,WHITE,1
ALLIS CHALMERS,TRACTOR,1982,ORANGE,2
ALLIS CHALMERS,TRACTOR,1983,RED,1
ALLIS CHALMERS,TRACTOR,1984,BROWN,1
ALLIS CHALMERS,TRACTOR,1984,ORANGE,1
ALLIS CHALMERS,TRACTOR,1998,ORANGE,1
ALLISON,DRILLING RIG TRAILER,1952,GREEN,1
ALLISON,LOW LOADER,1987,WHITE,1
ALLISON,SEMI TRAILER,1984,WHITE,1
ALLISON,SEMI TRAILER,1985,YELLOW,1
ALLISON,TRAILER,1975,BLUE,1
ALSTRAILER,BOAT TRAILER,1982,SILVER,1
ALSTRAILER,BOAT TRAILER,1985,GREEN,1
ALSTRAILER,BOAT TRAILER,1996,SILVER,1
ALSTRAILER,CARAVAN,1986,FAWN,1
ALSTRAILER,NOT RECORDED-NON-COMM TRL,1973,BLUE,2
ALSTRAILER,TRAILER,1900,BLACK,2
ALSTRAILER,TRAILER,1900,BLUE,10
ALSTRAILER,TRAILER,1900,BROWN,3
ALSTRAILER,TRAILER,1900,GREEN,1
